case_id,stain,slice_idx,patch_idx,patch_attn_weight,slice_attn_weight,stain_attn_weight,effective_weight
1,h&e,0,0,0.004178917035460472,0.2901141047477722,0.01580827124416828,1.9165359586542603e-05
1,h&e,0,1,0.0041538868099451065,0.2901141047477722,0.01580827124416828,1.9050565904719395e-05
1,h&e,0,2,0.00670618237927556,0.2901141047477722,0.01580827124416828,3.07559101224391e-05
1,h&e,0,3,0.005816400051116943,0.2901141047477722,0.01580827124416828,2.667518822051891e-05
1,h&e,0,4,0.005343766417354345,0.2901141047477722,0.01580827124416828,2.4507594686861608e-05
1,h&e,0,5,0.004949592519551516,0.2901141047477722,0.01580827124416828,2.2699833387243486e-05
1,h&e,0,6,0.004247630946338177,0.2901141047477722,0.01580827124416828,1.9480495493619482e-05
1,h&e,0,7,0.006447252351790667,0.2901141047477722,0.01580827124416828,2.9568404593520523e-05
1,h&e,0,8,0.004620386753231287,0.2901141047477722,0.01580827124416828,2.1190029092027258e-05
1,h&e,0,9,0.00523777911439538,0.2901141047477722,0.01580827124416828,2.4021515457343576e-05
1,h&e,0,10,0.006196678150445223,0.2901141047477722,0.01580827124416828,2.841922057499478e-05
1,h&e,0,11,0.017105555161833763,0.2901141047477722,0.01580827124416828,7.844953915622788e-05
1,h&e,0,12,0.00913926400244236,0.2901141047477722,0.01580827124416828,4.191451504704303e-05
1,h&e,0,13,0.03047586791217327,0.2901141047477722,0.01580827124416828,0.00013976850037761436
1,h&e,0,14,0.02665693871676922,0.2901141047477722,0.01580827124416828,0.00012225411790856887
1,h&e,0,15,0.046270281076431274,0.2901141047477722,0.01580827124416828,0.00021220487687965994
1,h&e,0,16,0.02140074409544468,0.2901141047477722,0.01580827124416828,9.814814520805178e-05
1,h&e,0,17,0.008975023403763771,0.2901141047477722,0.01580827124416828,4.116127440941517e-05
1,h&e,0,18,0.00788036733865738,0.2901141047477722,0.01580827124416828,3.614096007119522e-05
1,h&e,0,19,0.0038615986704826355,0.2901141047477722,0.01580827124416828,1.7710073320601243e-05
1,h&e,0,20,0.006502176634967327,0.2901141047477722,0.01580827124416828,2.9820298476117742e-05
1,h&e,0,21,0.008319484069943428,0.2901141047477722,0.01580827124416828,3.815483830427601e-05
1,h&e,0,22,0.005478528793901205,0.2901141047477722,0.01580827124416828,2.512564222964395e-05
1,h&e,0,23,0.04060649499297142,0.2901141047477722,0.01580827124416828,0.0001862296072129811
1,h&e,0,24,0.005211768206208944,0.2901141047477722,0.01580827124416828,2.390222416624221e-05
1,h&e,0,25,0.005367259960621595,0.2901141047477722,0.01580827124416828,2.4615340832778867e-05
1,h&e,0,26,0.004379929043352604,0.2901141047477722,0.01580827124416828,2.0087241351549012e-05
1,h&e,0,27,0.08307696878910065,0.2901141047477722,0.01580827124416828,0.00038100779859766884
1,h&e,0,28,0.0721120536327362,0.2901141047477722,0.01580827124416828,0.00033072047773811513
1,h&e,0,29,0.011283081956207752,0.2901141047477722,0.01580827124416828,5.1746498219561875e-05
1,h&e,0,30,0.01247976254671812,0.2901141047477722,0.01580827124416828,5.7234717687130267e-05
1,h&e,0,31,0.006645799148827791,0.2901141047477722,0.01580827124416828,3.0478980402440237e-05
1,h&e,0,32,0.034000150859355927,0.2901141047477722,0.01580827124416828,0.0001559315754983515
1,h&e,0,33,0.011774341575801373,0.2901141047477722,0.01580827124416828,5.3999514295250114e-05
1,h&e,0,34,0.005650980398058891,0.2901141047477722,0.01580827124416828,2.5916540200795937e-05
1,h&e,0,35,0.0060467710718512535,0.2901141047477722,0.01580827124416828,2.7731716362433893e-05
1,h&e,0,36,0.005304737947881222,0.2901141047477722,0.01580827124416828,2.4328602224169084e-05
1,h&e,0,37,0.01062709465622902,0.2901141047477722,0.01580827124416828,4.873800765092529e-05
1,h&e,0,38,0.0649830549955368,0.2901141047477722,0.01580827124416828,0.00029802544665362185
1,h&e,0,39,0.013240744359791279,0.2901141047477722,0.01580827124416828,6.0724734349966256e-05
1,h&e,0,40,0.01283994410187006,0.2901141047477722,0.01580827124416828,5.888658322127491e-05
1,h&e,0,41,0.008494768291711807,0.2901141047477722,0.01580827124416828,3.8958727233281294e-05
1,h&e,0,42,0.01051242183893919,0.2901141047477722,0.01580827124416828,4.821209489422005e-05
1,h&e,0,43,0.025034457445144653,0.2901141047477722,0.01580827124416828,0.00011481309030997015
1,h&e,0,44,0.02461094968020916,0.2901141047477722,0.01580827124416828,0.00011287079795675828
1,h&e,0,45,0.006078218575567007,0.2901141047477722,0.01580827124416828,2.7875940981323734e-05
1,h&e,0,46,0.012537657283246517,0.2901141047477722,0.01580827124416828,5.750023467019538e-05
