case_id,stain,slice_idx,patch_idx,patch_attn_weight,slice_attn_weight,stain_attn_weight,effective_weight,true_label,pred_label
7,melan,0,19,0.004572681151330471,1.0,0.9861612319946289,0.0045094008777146755,1,1
7,melan,0,3,0.004987812135368586,1.0,0.9861612319946289,0.004918786960372845,1,1
7,melan,0,70,0.005769708193838596,1.0,0.9861612319946289,0.005689862540685375,1,1
7,melan,0,30,0.005991729907691479,1.0,0.9861612319946289,0.005908811747548093,1,1
7,melan,0,68,0.006111753173172474,1.0,0.9861612319946289,0.006027174038902849,1,1
7,melan,0,29,0.007466619368642569,1.0,0.9861612319946289,0.007363290555415514,1,1
7,melan,0,58,0.010022053495049477,1.0,0.9861612319946289,0.009883360621794068,1,1
7,melan,0,51,0.0125194126740098,1.0,0.9861612319946289,0.012346159426450676,1,1
7,melan,0,72,0.013469360768795013,1.0,0.9861612319946289,0.013282961409935012,1,1
7,melan,0,57,0.014323621056973934,1.0,0.9861612319946289,0.014125399788169624,1,1
7,melan,0,62,0.018375365063548088,1.0,0.9861612319946289,0.018121072649419645,1,1
7,melan,0,14,0.025056825950741768,1.0,0.9861612319946289,0.02471007034945849,1,1
7,melan,0,55,0.027620555832982063,1.0,0.9861612319946289,0.027238321368630025,1,1
7,melan,0,61,0.02802930772304535,1.0,0.9861612319946289,0.027641416636114968,1,1
7,melan,0,32,0.028369881212711334,1.0,0.9861612319946289,0.027977277008268686,1,1
7,melan,0,24,0.03245476260781288,1.0,0.9861612319946289,0.032005628677413966,1,1
7,melan,0,67,0.03436097130179405,1.0,0.9861612319946289,0.03388545779150931,1,1
7,melan,0,60,0.03505693003535271,1.0,0.9861612319946289,0.034571785313612935,1,1
7,melan,0,59,0.044672220945358276,1.0,0.9861612319946289,0.044054012443410784,1,1
7,melan,0,64,0.047024987637996674,1.0,0.9861612319946289,0.046374219743618994,1,1
7,melan,0,63,0.05698682740330696,1.0,0.9861612319946289,0.05619819991951047,1,1
7,melan,0,22,0.07784327864646912,1.0,0.9861612319946289,0.07676602357250317,1,1
7,melan,0,21,0.10935693234205246,1.0,0.9861612319946289,0.10784356712559173,1,1
7,melan,0,69,0.11798587441444397,1.0,0.9861612319946289,0.11635309527051163,1,1
7,melan,0,78,0.14208172261714935,1.0,0.9861612319946289,0.14011548662004714,1,1
15,sox10,3,10,0.034504059702157974,0.26705101132392883,0.2805418074131012,0.002585008730614686,1,1
15,sox10,0,122,0.027339192107319832,0.3389153480529785,0.2805418074131012,0.002599408316064302,1,1
15,sox10,3,74,0.03499018773436546,0.26705101132392883,0.2805418074131012,0.002621428943722951,1,1
15,sox10,2,26,0.030756771564483643,0.30925846099853516,0.2805418074131012,0.0026684552743388183,1,1
15,melan,1,15,0.03972982242703438,0.09602721035480499,0.7103762626647949,0.002710187747301385,1,1
15,melan,3,178,0.02600375935435295,0.1474931240081787,0.7103762626647949,0.0027245598579051455,1,1
15,sox10,2,45,0.03141593188047409,0.30925846099853516,0.2805418074131012,0.0027256439756351107,1,1
15,melan,2,43,0.008172426372766495,0.47113385796546936,0.7103762626647949,0.002735166530501591,1,1
15,melan,0,28,0.01356139499694109,0.2853458821773529,0.7103762626647949,0.002748934654661154,1,1
15,melan,2,12,0.008273063227534294,0.47113385796546936,0.7103762626647949,0.0027688479054495617,1,1
15,melan,3,100,0.026452304795384407,0.1474931240081787,0.7103762626647949,0.0027715564819865823,1,1
15,melan,3,156,0.026481956243515015,0.1474931240081787,0.7103762626647949,0.002774663230676436,1,1
15,sox10,3,53,0.03728942200541496,0.26705101132392883,0.2805418074131012,0.0027936852148892025,1,1
15,sox10,3,86,0.03786623105406761,0.26705101132392883,0.2805418074131012,0.002836899156655348,1,1
15,melan,3,181,0.027347316965460777,0.1474931240081787,0.7103762626647949,0.002865331931824317,1,1
15,sox10,2,2,0.03304111212491989,0.30925846099853516,0.2805418074131012,0.0028666444959904547,1,1
15,sox10,2,70,0.03321761637926102,0.30925846099853516,0.2805418074131012,0.002881957992319299,1,1
15,sox10,2,37,0.033598173409700394,0.30925846099853516,0.2805418074131012,0.0029149750927302963,1,1
15,melan,2,23,0.008740544319152832,0.47113385796546936,0.7103762626647949,0.002925305556716787,1,1
15,melan,3,179,0.02809395082294941,0.1474931240081787,0.7103762626647949,0.002943560952826462,1,1
15,sox10,3,35,0.03993469476699829,0.26705101132392883,0.2805418074131012,0.0029918663345190897,1,1
15,sox10,3,12,0.04005631431937218,0.26705101132392883,0.2805418074131012,0.003000977946526887,1,1
15,sox10,3,129,0.04045844078063965,0.26705101132392883,0.2805418074131012,0.0030311048481773207,1,1
15,sox10,0,100,0.031971316784620285,0.3389153480529785,0.2805418074131012,0.0030398303797432667,1,1
15,melan,1,80,0.044801387935876846,0.09602721035480499,0.7103762626647949,0.0030561468747790956,1,1
15,sox10,0,92,0.0321715846657753,0.3389153480529785,0.2805418074131012,0.003058871834723772,1,1
15,sox10,3,49,0.04178103432059288,0.26705101132392883,0.2805418074131012,0.0031301921984006296,1,1
15,melan,3,101,0.03034200146794319,0.1474931240081787,0.7103762626647949,0.00317910183991218,1,1
15,melan,2,54,0.009568790905177593,0.47113385796546936,0.7103762626647949,0.0032025050367446824,1,1
15,melan,3,97,0.030690407380461693,0.1474931240081787,0.7103762626647949,0.0032156062833878043,1,1
15,sox10,2,97,0.03813130035996437,0.30925846099853516,0.2805418074131012,0.0033082688587654716,1,1
15,melan,2,62,0.010071068070828915,0.47113385796546936,0.7103762626647949,0.0033706083184215584,1,1
15,melan,3,94,0.03245735168457031,0.1474931240081787,0.7103762626647949,0.003400738958110954,1,1
15,melan,2,97,0.010401345789432526,0.47113385796546936,0.7103762626647949,0.0034811464279731305,1,1
15,melan,2,26,0.010753197595477104,0.47113385796546936,0.7103762626647949,0.0035989050029291126,1,1
15,sox10,3,51,0.04840727895498276,0.26705101132392883,0.2805418074131012,0.003626623643828927,1,1
15,melan,0,218,0.017977479845285416,0.2853458821773529,0.7103762626647949,0.0036440880426626067,1,1
15,melan,2,109,0.010909918695688248,0.47113385796546936,0.7103762626647949,0.0036513567826538407,1,1
15,melan,3,81,0.03494518622756004,0.1474931240081787,0.7103762626647949,0.003661403350384872,1,1
15,melan,2,41,0.010996336117386818,0.47113385796546936,0.7103762626647949,0.00368027916490617,1,1
15,sox10,2,99,0.04250171780586243,0.30925846099853516,0.2805418074131012,0.0036874459599809985,1,1
15,sox10,2,98,0.043038513511419296,0.30925846099853516,0.2805418074131012,0.0037340183165344974,1,1
15,melan,0,208,0.018522638827562332,0.2853458821773529,0.7103762626647949,0.0037545933718723854,1,1
15,sox10,0,119,0.03970777243375778,0.3389153480529785,0.2805418074131012,0.003775411997235406,1,1
15,melan,3,153,0.03678184002637863,0.1474931240081787,0.7103762626647949,0.0038538398802319476,1,1
15,sox10,0,121,0.04056304320693016,0.3389153480529785,0.2805418074131012,0.0038567310776070527,1,1
15,sox10,3,6,0.05177171528339386,0.26705101132392883,0.2805418074131012,0.003878683759583827,1,1
15,melan,3,154,0.03768738731741905,0.1474931240081787,0.7103762626647949,0.0039487191538393794,1,1
15,sox10,0,123,0.042229413986206055,0.3389153480529785,0.2805418074131012,0.0040151694851610405,1,1
15,melan,0,194,0.02006221003830433,0.2853458821773529,0.7103762626647949,0.0040666689847043925,1,1
15,melan,0,20,0.020207829773426056,0.2853458821773529,0.7103762626647949,0.004096186533331874,1,1
15,melan,0,190,0.020301014184951782,0.2853458821773529,0.7103762626647949,0.004115075287635915,1,1
15,melan,0,193,0.020679056644439697,0.2853458821773529,0.7103762626647949,0.0041917056061285245,1,1
15,melan,0,195,0.0207622442394495,0.2853458821773529,0.7103762626647949,0.004208567976320673,1,1
15,sox10,3,48,0.056390974670648575,0.26705101132392883,0.2805418074131012,0.004224753930691271,1,1
15,melan,0,201,0.021402060985565186,0.2853458821773529,0.7103762626647949,0.004338260712681988,1,1
15,sox10,2,5,0.05358929932117462,0.30925846099853516,0.2805418074131012,0.004649403729578691,1,1
15,melan,0,189,0.023138172924518585,0.2853458821773529,0.7103762626647949,0.004690175709217112,1,1
15,sox10,0,118,0.050250545144081116,0.3389153480529785,0.2805418074131012,0.004777818028474815,1,1
15,sox10,2,63,0.05547132343053818,0.30925846099853516,0.2805418074131012,0.004812688005060428,1,1
15,melan,0,25,0.023800477385520935,0.2853458821773529,0.7103762626647949,0.004824426771530148,1,1
15,melan,0,2,0.024094490334391594,0.2853458821773529,0.7103762626647949,0.004884024061060611,1,1
15,sox10,0,80,0.05250949040055275,0.3389153480529785,0.2805418074131012,0.004992598372464359,1,1
15,melan,1,47,0.07350946962833405,0.09602721035480499,0.7103762626647949,0.005014481609204749,1,1
15,sox10,3,71,0.0673869252204895,0.26705101132392883,0.2805418074131012,0.005048559257313993,1,1
15,melan,1,36,0.07492560148239136,0.09602721035480499,0.7103762626647949,0.005111083682029965,1,1
15,sox10,0,128,0.05506392568349838,0.3389153480529785,0.2805418074131012,0.00523547388580329,1,1
15,melan,2,46,0.01668141782283783,0.47113385796546936,0.7103762626647949,0.005582975438283878,1,1
15,melan,0,191,0.02789856120944023,0.2853458821773529,0.7103762626647949,0.00565512041652899,1,1
15,melan,2,101,0.017615070566534996,0.47113385796546936,0.7103762626647949,0.005895452494569306,1,1
15,melan,2,44,0.018205003812909126,0.47113385796546936,0.7103762626647949,0.0060928927157611005,1,1
15,melan,2,73,0.018879247829318047,0.47113385796546936,0.7103762626647949,0.006318550260161634,1,1
15,melan,0,202,0.0319983996450901,0.2853458821773529,0.7103762626647949,0.006486169726486543,1,1
15,sox10,0,129,0.06884026527404785,0.3389153480529785,0.2805418074131012,0.006545327211242715,1,1
15,melan,0,185,0.03269859403371811,0.2853458821773529,0.7103762626647949,0.00662810118857676,1,1
15,sox10,0,96,0.07169593870639801,0.3389153480529785,0.2805418074131012,0.00681684442502415,1,1
15,melan,0,192,0.03372251242399216,0.2853458821773529,0.7103762626647949,0.006835652457985554,1,1
15,sox10,0,9,0.07297935336828232,0.3389153480529785,0.2805418074131012,0.006938871393925243,1,1
15,sox10,0,120,0.0732201412320137,0.3389153480529785,0.2805418074131012,0.006961765485781862,1,1
15,melan,1,120,0.10776843130588531,0.09602721035480499,0.7103762626647949,0.0073514721241834426,1,1
15,melan,2,39,0.02211170457303524,0.47113385796546936,0.7103762626647949,0.007400396347655537,1,1
15,melan,0,21,0.0371934249997139,0.2853458821773529,0.7103762626647949,0.007539216646245895,1,1
15,melan,0,1,0.03802035003900528,0.2853458821773529,0.7103762626647949,0.007706836783984516,1,1
15,melan,2,49,0.023741215467453003,0.47113385796546936,0.7103762626647949,0.007945764816725074,1,1
15,melan,0,199,0.039499495178461075,0.2853458821773529,0.7103762626647949,0.008006663854432711,1,1
15,melan,0,154,0.040548864752054214,0.2853458821773529,0.7103762626647949,0.00821937415356107,1,1
15,melan,0,198,0.041106853634119034,0.2853458821773529,0.7103762626647949,0.008332480141195055,1,1
15,melan,1,0,0.12508641183376312,0.09602721035480499,0.7103762626647949,0.008532825972941681,1,1
15,melan,0,22,0.04217050224542618,0.2853458821773529,0.7103762626647949,0.008548084843267663,1,1
15,melan,2,118,0.027194159105420113,0.47113385796546936,0.7103762626647949,0.009101403967142893,1,1
15,melan,1,1,0.1344401240348816,0.09602721035480499,0.7103762626647949,0.009170893667450301,1,1
15,melan,0,180,0.04531877487897873,0.2853458821773529,0.7103762626647949,0.00918624896625398,1,1
15,melan,2,40,0.028317203745245934,0.47113385796546936,0.7103762626647949,0.009477267140575311,1,1
15,melan,2,42,0.029972851276397705,0.47113385796546936,0.7103762626647949,0.010031383079582658,1,1
15,melan,2,69,0.03208034858107567,0.47113385796546936,0.7103762626647949,0.010736725144221675,1,1
15,melan,2,64,0.03499450162053108,0.47113385796546936,0.7103762626647949,0.01171204061293476,1,1
15,melan,2,116,0.036651331931352615,0.47113385796546936,0.7103762626647949,0.012266552407373302,1,1
15,melan,2,102,0.03983922675251961,0.47113385796546936,0.7103762626647949,0.013333484407724092,1,1
15,melan,2,117,0.04014578089118004,0.47113385796546936,0.7103762626647949,0.013436082654756928,1,1
15,melan,2,113,0.042725976556539536,0.47113385796546936,0.7103762626647949,0.01429962849832108,1,1
15,melan,2,100,0.04382118210196495,0.47113385796546936,0.7103762626647949,0.014666174419352522,1,1
15,melan,0,200,0.07323339581489563,0.2853458821773529,0.7103762626647949,0.014844624736577034,1,1
15,melan,2,38,0.06355918198823929,0.47113385796546936,0.7103762626647949,0.02127213380099776,1,1
15,melan,2,72,0.06784823536872864,0.47113385796546936,0.7103762626647949,0.022707604090817936,1,1
15,melan,2,47,0.08162236213684082,0.47113385796546936,0.7103762626647949,0.027317560645284032,1,1
15,melan,2,114,0.0825388953089714,0.47113385796546936,0.7103762626647949,0.02762430808382442,1,1
22,sox10,0,60,0.011615058407187462,1.0,0.7380126714706421,0.00857206028437596,0,0
22,sox10,0,44,0.012450545094907284,1.0,0.7380126714706421,0.009188660046758224,0,0
22,sox10,0,100,0.012777518481016159,1.0,0.7380126714706421,0.009429970548940236,0,0
22,sox10,0,61,0.013072313740849495,1.0,0.7380126714706421,0.009647533186186719,0,0
22,sox10,0,51,0.013653934001922607,1.0,0.7380126714706421,0.010076776308842739,0,0
22,melan,0,71,0.05064410716295242,1.0,0.20229566097259521,0.010245083132896404,0,0
22,sox10,0,68,0.014384756796061993,1.0,0.7380126714706421,0.010616132791517185,0,0
22,sox10,0,4,0.01614878512918949,1.0,0.7380126714706421,0.011918008054198515,0,0
22,sox10,0,55,0.01677076704800129,1.0,0.7380126714706421,0.012377038591707246,0,0
