case_id,stain,slice_idx,patch_idx,patch_attn_weight,slice_attn_weight,stain_attn_weight,effective_weight
9,h&e,0,0,0.04179132357239723,0.3920401632785797,0.00422270130366087,6.918422010530691e-05
9,h&e,0,1,0.0063092769123613834,0.3920401632785797,0.00422270130366087,1.0444809240223413e-05
9,h&e,0,2,0.0004445525410119444,0.3920401632785797,0.00422270130366087,7.359427320473262e-07
9,h&e,0,3,0.0003756448277272284,0.3920401632785797,0.00422270130366087,6.218681827073299e-07
9,h&e,0,4,0.000518687826115638,0.3920401632785797,0.00422270130366087,8.586713619098957e-07
9,h&e,0,5,0.0007297467673197389,0.3920401632785797,0.00422270130366087,1.20807279252412e-06
9,h&e,0,6,0.0032529805321246386,0.3920401632785797,0.00422270130366087,5.385206829903708e-06
9,h&e,0,7,0.001096875173971057,0.3920401632785797,0.00422270130366087,1.8158423083346106e-06
9,h&e,0,8,0.000779589987359941,0.3920401632785797,0.00422270130366087,1.2905866736660947e-06
9,h&e,0,9,0.0005811058799736202,0.3920401632785797,0.00422270130366087,9.620024844376293e-07
9,h&e,0,10,0.00047411792911589146,0.3920401632785797,0.00422270130366087,7.848873009968796e-07
9,h&e,0,11,0.0007418213062919676,0.3920401632785797,0.00422270130366087,1.2280618115480718e-06
9,h&e,0,12,0.0017624527681618929,0.3920401632785797,0.00422270130366087,2.9176850555232484e-06
9,h&e,0,13,0.0004537137283477932,0.3920401632785797,0.00422270130366087,7.51108789182878e-07
9,h&e,0,14,0.00603445852175355,0.3920401632785797,0.00422270130366087,9.989856048997937e-06
9,h&e,0,15,0.03872641548514366,0.3920401632785797,0.00422270130366087,6.411036128521588e-05
9,h&e,0,16,0.05824435129761696,0.3920401632785797,0.00422270130366087,9.642168937493656e-05
9,h&e,0,17,0.015971370041370392,0.3920401632785797,0.00422270130366087,2.6440100142109256e-05
9,h&e,0,18,0.015461096540093422,0.3920401632785797,0.00422270130366087,2.55953584299906e-05
9,h&e,0,19,0.05131678655743599,0.3920401632785797,0.00422270130366087,8.495332410652945e-05
9,h&e,0,20,0.025678468868136406,0.3920401632785797,0.00422270130366087,4.2509896559337766e-05
9,h&e,0,21,0.03216484561562538,0.3920401632785797,0.00422270130366087,5.3247888999486765e-05
9,h&e,0,22,0.009532026015222073,0.3920401632785797,0.00422270130366087,1.5779968891011776e-05
9,h&e,0,23,0.0012351154582574964,0.3920401632785797,0.00422270130366087,2.044694745585729e-06
9,h&e,0,24,0.034870389848947525,0.3920401632785797,0.00422270130366087,5.772683227627818e-05
9,h&e,0,25,0.052867304533720016,0.3920401632785797,0.00422270130366087,8.752015778822986e-05
9,h&e,0,26,0.059098973870277405,0.3920401632785797,0.00422270130366087,9.783649013068378e-05
9,h&e,0,27,0.08572033792734146,0.3920401632785797,0.00422270130366087,0.00014190731998216764
9,h&e,0,28,0.04154745861887932,0.3920401632785797,0.00422270130366087,6.878050935441561e-05
9,h&e,0,29,0.08823766559362411,0.3920401632785797,0.00422270130366087,0.0001460746766594352
9,h&e,0,30,0.05661874637007713,0.3920401632785797,0.00422270130366087,9.373055161002812e-05
9,h&e,0,31,0.05661874637007713,0.3920401632785797,0.00422270130366087,9.373055161002812e-05
9,h&e,0,32,0.011073846369981766,0.3920401632785797,0.00422270130366087,1.8332403934179237e-05
9,h&e,0,33,0.007183154579252005,0.3920401632785797,0.00422270130366087,1.1891486198098112e-05
9,h&e,0,34,0.0014199108118191361,0.3920401632785797,0.00422270130366087,2.3506176339359514e-06
9,h&e,0,35,0.004881181288510561,0.3920401632785797,0.00422270130366087,8.08064190772049e-06
9,h&e,0,36,0.025605440139770508,0.3920401632785797,0.00422270130366087,4.2388999799307554e-05
9,h&e,0,37,0.07003459334373474,0.3920401632785797,0.00422270130366087,0.0001159400637906303
9,h&e,0,38,0.02963305078446865,0.3920401632785797,0.00422270130366087,4.9056582386361995e-05
9,h&e,0,39,0.03575222194194794,0.3920401632785797,0.00422270130366087,5.918667753608133e-05
9,h&e,0,40,0.009413807652890682,0.3920401632785797,0.00422270130366087,1.5584262115038166e-05
9,h&e,0,41,0.00037979308399371803,0.3920401632785797,0.00422270130366087,6.287354903219563e-07
9,h&e,0,42,0.000654779898468405,0.3920401632785797,0.00422270130366087,1.0839675019550983e-06
9,h&e,0,43,0.000482564588310197,0.3920401632785797,0.00422270130366087,7.98870479295624e-07
9,h&e,0,44,0.0014110514894127846,0.3920401632785797,0.00422270130366087,2.3359513046850224e-06
9,h&e,0,45,0.003590706503018737,0.3920401632785797,0.00422270130366087,5.944301539243049e-06
9,h&e,0,46,0.0015938816359266639,0.3920401632785797,0.00422270130366087,2.638620854654869e-06
9,h&e,0,47,0.0004804829659406096,0.3920401632785797,0.00422270130366087,7.954244190160499e-07
9,h&e,0,48,0.000347452936694026,0.3920401632785797,0.00422270130366087,5.75197394904999e-07
9,h&e,0,49,0.0030292223673313856,0.3920401632785797,0.00422270130366087,5.014782234554431e-06
9,h&e,0,50,0.0030292223673313856,0.3920401632785797,0.00422270130366087,5.014782234554431e-06
9,h&e,0,51,0.0003646552504505962,0.3920401632785797,0.00422270130366087,6.036752836034362e-07
9,h&e,0,52,0.00038256950210779905,0.3920401632785797,0.00422270130366087,6.333317630764237e-07
9,h&e,1,0,0.03809322416782379,0.4364542067050934,0.00422270130366087,7.020641201975105e-05
9,h&e,1,1,0.009065357968211174,0.4364542067050934,0.00422270130366087,1.6707597493423886e-05
9,h&e,1,2,0.01021413505077362,0.4364542067050934,0.00422270130366087,1.8824811747116558e-05
9,h&e,1,3,0.008529175072908401,0.4364542067050934,0.00422270130366087,1.5719403973764667e-05
9,h&e,1,4,0.008859315887093544,0.4364542067050934,0.00422270130366087,1.6327858693247192e-05
9,h&e,1,5,0.007754510268568993,0.4364542067050934,0.00422270130366087,1.4291684540223228e-05
9,h&e,1,6,0.011577659286558628,0.4364542067050934,0.00422270130366087,2.1337808385959673e-05
9,h&e,1,7,0.007491119671612978,0.4364542067050934,0.00422270130366087,1.3806251522252502e-05
9,h&e,1,8,0.03947210684418678,0.4364542067050934,0.00422270130366087,7.274771450643862e-05
9,h&e,1,9,0.04435041919350624,0.4364542067050934,0.00422270130366087,8.173852098815017e-05
9,h&e,1,10,0.04054109379649162,0.4364542067050934,0.00422270130366087,7.471787429356013e-05
