case_id,stain,slice_idx,patch_idx,patch_attn_weight,slice_attn_weight,stain_attn_weight,effective_weight
7,h&e,0,0,0.004672130104154348,0.39233285188674927,0.0008047252194955945,1.4750855722165891e-06
7,h&e,0,1,0.005151360295712948,0.39233285188674927,0.0008047252194955945,1.6263881955553782e-06
7,h&e,0,2,0.006289661396294832,0.39233285188674927,0.0008047252194955945,1.9857727787915326e-06
7,h&e,0,3,0.00548304570838809,0.39233285188674927,0.0008047252194955945,1.7311079605971876e-06
7,h&e,0,4,0.0038619879633188248,0.39233285188674927,0.0008047252194955945,1.2193073818086318e-06
7,h&e,0,5,0.007893169298768044,0.39233285188674927,0.0008047252194955945,2.492032518812544e-06
7,h&e,0,6,0.006374225486069918,0.39233285188674927,0.0008047252194955945,2.012471365083884e-06
7,h&e,0,7,0.00640387088060379,0.39233285188674927,0.0008047252194955945,2.0218310132068463e-06
7,h&e,0,8,0.004192056134343147,0.39233285188674927,0.0008047252194955945,1.3235165510894646e-06
7,h&e,0,9,0.005210107192397118,0.39233285188674927,0.0008047252194955945,1.644935774021625e-06
7,h&e,0,10,0.0034797091502696276,0.39233285188674927,0.0008047252194955945,1.0986142612999472e-06
7,h&e,0,11,0.007118558511137962,0.39233285188674927,0.0008047252194955945,2.2474722922254306e-06
7,h&e,0,12,0.00356597569771111,0.39233285188674927,0.0008047252194955945,1.1258503477656732e-06
7,h&e,0,13,0.003695419756695628,0.39233285188674927,0.0008047252194955945,1.1667184442357254e-06
7,h&e,0,14,0.00512545695528388,0.39233285188674927,0.0008047252194955945,1.6182099892795818e-06
7,h&e,0,15,0.00379459117539227,0.39233285188674927,0.0008047252194955945,1.1980288584653276e-06
7,h&e,0,16,0.006420306861400604,0.39233285188674927,0.0008047252194955945,2.0270201833708046e-06
7,h&e,0,17,0.004990801215171814,0.39233285188674927,0.0008047252194955945,1.575696460112481e-06
7,h&e,0,18,0.003998102620244026,0.39233285188674927,0.0008047252194955945,1.2622815203967344e-06
7,h&e,0,19,0.007028797175735235,0.39233285188674927,0.0008047252194955945,2.219132830814087e-06
7,h&e,0,20,0.004871943034231663,0.39233285188674927,0.0008047252194955945,1.538170538544323e-06
7,h&e,0,21,0.0039229849353432655,0.39233285188674927,0.0008047252194955945,1.2385653543771069e-06
7,h&e,0,22,0.004797348286956549,0.39233285188674927,0.0008047252194955945,1.5146194744652589e-06
7,h&e,0,23,0.008103970438241959,0.39233285188674927,0.0008047252194955945,2.5585866841531664e-06
7,h&e,0,24,0.006960919126868248,0.39233285188674927,0.0008047252194955945,2.197702363699125e-06
7,h&e,0,25,0.007919208146631718,0.39233285188674927,0.0008047252194955945,2.5002535075146128e-06
7,h&e,0,26,0.008801096118986607,0.39233285188674927,0.0008047252194955945,2.778683301919384e-06
7,h&e,0,27,0.00763667980208993,0.39233285188674927,0.0008047252194955945,2.411053618923055e-06
7,h&e,0,28,0.08112972229719162,0.39233285188674927,0.0008047252194955945,2.5614287310217497e-05
7,h&e,0,29,0.004553928505629301,0.39233285188674927,0.0008047252194955945,1.437766946940679e-06
7,h&e,0,30,0.015525976195931435,0.39233285188674927,0.0008047252194955945,4.90186338364863e-06
7,h&e,0,31,0.0990668386220932,0.39233285188674927,0.0008047252194955945,3.127739619378785e-05
7,h&e,0,32,0.01287800446152687,0.39233285188674927,0.0008047252194955945,4.065845376019862e-06
7,h&e,0,33,0.014121679589152336,0.39233285188674927,0.0008047252194955945,4.458498661863449e-06
7,h&e,0,34,0.006640492472797632,0.39233285188674927,0.0008047252194955945,2.096537215504102e-06
7,h&e,0,35,0.005641332361847162,0.39233285188674927,0.0008047252194955945,1.7810822450428013e-06
7,h&e,0,36,0.007872194983065128,0.39233285188674927,0.0008047252194955945,2.4854105049150763e-06
7,h&e,0,37,0.005276990123093128,0.39233285188674927,0.0008047252194955945,1.666052062287982e-06
7,h&e,0,38,0.005359354428946972,0.39233285188674927,0.0008047252194955945,1.6920561324919794e-06
7,h&e,0,39,0.004215587396174669,0.39233285188674927,0.0008047252194955945,1.330945844377523e-06
7,h&e,0,40,0.0045485226437449455,0.39233285188674927,0.0008047252194955945,1.4360602074678382e-06
7,h&e,0,41,0.004035606049001217,0.39233285188674927,0.0008047252194955945,1.274122108187557e-06
7,h&e,0,42,0.005521782208234072,0.39233285188674927,0.0008047252194955945,1.7433378537652247e-06
7,h&e,0,43,0.0038768055383116007,0.39233285188674927,0.0008047252194955945,1.2239855886649961e-06
7,h&e,0,44,0.004011919721961021,0.39233285188674927,0.0008047252194955945,1.266643857690053e-06
7,h&e,0,45,0.007753226440399885,0.39233285188674927,0.0008047252194955945,2.447849739927583e-06
